@relation 'reality_mining_Data-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,6,7,8,9,5-weka.filters.supervised.instance.SpreadSubsample-M10.0-X0.0-S1'

@attribute 'Adamic Adar' numeric
@attribute 'Association Strength' numeric
@attribute 'Common Neighbors' numeric
@attribute Jaccard numeric
@attribute 'Min Overlap' numeric
@attribute NMeasure numeric
@attribute 'Resource Allocation' numeric
@attribute 'Rooted PageRank' numeric
@attribute Labels {'Not Form',Form}

@data
0.211533,0.5,1,0.5,1,0.632456,0.00885,0.004787,'Not Form'
0.236994,0.5,1,0.5,1,0.632456,0.014706,0.008615,'Not Form'
0.253085,0.25,1,0.25,1,0.342997,0.019231,0.016865,'Not Form'
0.253085,1,1,1,1,1,0.019231,0.01502,'Not Form'
0.196556,1,1,1,1,1,0.006173,0.004822,'Not Form'
0.294014,1,1,1,1,1,0.033333,0.026036,'Not Form'
0.294014,1,1,1,1,1,0.033333,0.026036,'Not Form'
0.202362,1,1,1,1,1,0.007143,0.004942,'Not Form'
0.196556,0.125,1,0.125,1,0.175412,0.006173,0.00272,'Not Form'
0.191164,1,1,1,1,1,0.005348,0.004162,'Not Form'
0.204172,1,1,1,1,1,0.007463,0.0058,'Not Form'
0.23783,1,1,1,1,1,0.014925,0.009917,'Not Form'
0.202362,1,1,1,1,1,0.007143,0.004942,'Not Form'
0.191164,0.012346,1,0.012346,1,0.017458,0.005348,0.00373,'Not Form'
0.196556,0.5,1,0.5,1,0.632456,0.006173,0.003615,'Not Form'
0.199049,1,1,1,1,1,0.006579,0.004836,'Not Form'
0.239556,0.034483,1,0.034483,1,0.048737,0.015385,0.005967,'Not Form'
0.193405,1,1,1,1,1,0.005682,0.004421,'Not Form'
0.199049,1,1,1,1,1,0.006579,0.004836,'Not Form'
0.204484,0.25,1,0.25,1,0.342997,0.007519,0.003623,'Not Form'
0.202362,0.333333,1,0.333333,1,0.447214,0.007143,0.005851,'Not Form'
0.196556,1,1,1,1,1,0.006173,0.004822,'Not Form'
2.63199,0.000615,3,0.021898,0.046154,0.042748,0.861111,0.012704,'Not Form'
0.218593,1,1,1,1,1,0.010309,0.007751,'Not Form'
0.221151,1,1,1,1,1,0.01087,0.00849,'Not Form'
0.196556,0.5,1,0.5,1,0.632456,0.006173,0.003642,'Not Form'
0.209614,0.006803,1,0.006803,1,0.00962,0.008475,0.028899,'Not Form'
0.202362,1,1,1,1,1,0.007143,0.004942,'Not Form'
0.196556,1,1,1,1,1,0.006173,0.004822,'Not Form'
0.236994,0.5,1,0.5,1,0.632456,0.014706,0.008573,'Not Form'
0.249543,1,1,1,1,1,0.018182,0.013728,'Not Form'
0.50742,0.333333,2,0.666667,1,0.784465,0.038839,0.014376,'Not Form'
0.253085,0.02,1,0.02,1,0.028279,0.019231,0.024816,'Not Form'
